Key,name,value
Component:,"Advo, Inc. v. Philadelphia Newspapers, Inc.",Antitrust Division
Case Documents:,"Advo, Inc. v. Philadelphia Newspapers, Inc.",Amicus Curiae In Support of Appellant
Overview:,U.S. v. Aero Limited Partnership.,"Final Judgment  (May 30, 1991)

Complaint (May 30, 1991)"
Case Open Date:,U.S. v. Aero Limited Partnership.,"Thursday, May 30, 1991"
Case Name:,U.S. v. Aero Limited Partnership.,U.S. v. Aero Limited Partnership
Case Type:,U.S. v. Aero Limited Partnership.,Civil Merger
Industry Code:,U.S. v. Aero Limited Partnership.,"Air Transportation, Scheduled"
Case Documents:,U.S. v. Aero Limited Partnership.,Final Judgment
Case Documents:,U.S. v. Aero Limited Partnership.,Complaint
Case Open Date:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.","Thursday, July 21, 2016"
Case Name:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.","United States and the State of Delaware, District of Columbia, State of Florida, State of Georgia, State of Illinois, State of Iowa, State of Ohio, Commonwealths of Pennsylvania and Virginia v. Aetna Inc., and Humana Inc."
Case Type:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Civil Merger
Case Violation:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Horizontal Merger
Topic:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Antitrust
Market:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Direct Health and Medical Insurance Carriers
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Memorandum Opinion
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Order
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Closing Presentation [Redacted]
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Plaintiffs' Proposed Findings of Fact and Conclusions of Law [Redacted]
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Plaintiffs' Closing [Redacted]
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Plaintiffs’ Opening Statement
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Plaintiffs' Pretrial Brief
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Special Master Report and Recommendation No. 6
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Opposition to Defendants' Motion to Compel
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Notice of Submission to the Special Master of Plaintiff United States' Opposition to Defendants' Motion for Sanctions and Cross-Motion for a Protective Order
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Second Amended Protective Order
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Special Master Report and Recommendation No. 4
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Special Master Report and Recommendation No. 2
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Notice of Submission to the Special Master of Plaintffs' Responses to Aon PLC's and UnitedHealth Group's Motions for Additional Relief Under the Protective Order
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Notice of Submission to the Special Master of Plaintiffs' Unopposed Motion to Modify the Protective Order
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Report and Recommendation No. 1 of the Special Master
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Notice of Submission to the Special Master of Plaintiffs' Response to Concerns Raised By Protected Persons Regarding the Protective Order
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Plaintiffs' Motion to Enter Scheduling and Case Management Order and Memorandum In Support
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Plaintiffs' Motion to Enter Protective Order and Memorandum in Support
Case Documents:,"U.S. and Plaintiff States v. Aetna Inc., and Humana Inc.",Complaint
Case Open Date:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,"Monday, June 21, 1999"
Case Name:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,United States v. Aetna Inc. and The Prudential Insurance Company of America
Case Type:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Civil Merger
Case Violation:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Horizontal Merger
Case Violation:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Other Restraint of Trade
Market:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,HEALTH MAINTENANCE ORGANIZATION & HMO-BASED POINT OF SERVICE PLANS
Industry Code:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Accident & Health Insurance
Industry Code:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Direct Health and Medical Insurance Carriers
Industry Code:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Hospital & Medical Service Plans
Component:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Antitrust Division
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Revised Final Judgment
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,[Proposed] Revised Final Judgment
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Stipulation for Entry of Proposed Revised Final Judgment
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Revised Hold Separate Stipulation and Order
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Joint Motion to File Revised Pleadings
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Joint Motion for Entry of a Revised Hold Separate Stipulation and Order
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Revised Competitive Impact Statement
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Competitive Impact Statement
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Stipulation
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Hold Separate Stipulation and Order
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,[Proposed] Final Judgment
Case Documents:,U.S. and State of Texas v. Aetna Inc. and The Prudential Insurance Co. of America,Complaint
Case Open Date:,"U.S. v. Agri - Mark, Inc., et al.","Friday, June 27, 1980"
Case Name:,"U.S. v. Agri - Mark, Inc., et al.","United States v. Agri - Mark Inc., Agway Inc., and H.P. Hood Inc."
Case Type:,"U.S. v. Agri - Mark, Inc., et al.",Civil Non-Merger
Case Violation:,"U.S. v. Agri - Mark, Inc., et al.",Exclusive Dealings and Requirements Contracts
Case Violation:,"U.S. v. Agri - Mark, Inc., et al.",Horizontal Merger
Case Violation:,"U.S. v. Agri - Mark, Inc., et al.",Price Fixing - Vertical
Case Violation:,"U.S. v. Agri - Mark, Inc., et al.",Vertical Merger
Industry Code:,"U.S. v. Agri - Mark, Inc., et al.",Fluid Milk Manufacturing
Case Documents:,"U.S. v. Agri - Mark, Inc., et al.",Final Judgment
Case Documents:,"U.S. v. Agri - Mark, Inc., et al.",Competitive Impact Statement
Case Documents:,"U.S. v. Agri - Mark, Inc., et al.",Complaint
Case Open Date:,U.S. v. Arvind K. Agarwal,"Monday, March 8, 2004"
Case Name:,U.S. v. Arvind K. Agarwal,United States v. Arvind K. Agarwal
Case Type:,U.S. v. Arvind K. Agarwal,Criminal
Case Violation:,U.S. v. Arvind K. Agarwal,Wire Fraud
Market:,U.S. v. Arvind K. Agarwal,water main and sewer pipe rehabilitation
Industry Code:,U.S. v. Arvind K. Agarwal,"Water, Sewer, and Pipeline Construction"
Component:,U.S. v. Arvind K. Agarwal,Antitrust Division
Case Documents:,U.S. v. Arvind K. Agarwal,Plea Agreement
Case Documents:,U.S. v. Arvind K. Agarwal,Information
Case Open Date:,U.S. v. Mashnoon Ahmed,"Monday, December 3, 2018"
Case Name:,U.S. v. Mashnoon Ahmed,United States v. Mashnoon Ahmed
Case Type:,U.S. v. Mashnoon Ahmed,Criminal
Case Violation:,U.S. v. Mashnoon Ahmed,Price Fixing - Horizontal
Market:,U.S. v. Mashnoon Ahmed,Wrist Bands
Industry Code:,U.S. v. Mashnoon Ahmed,Electronic Shopping and Mail-Order Houses
Case Documents:,U.S. v. Mashnoon Ahmed,Plea Agreement
Case Documents:,U.S. v. Mashnoon Ahmed,Information
Case Open Date:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.","Friday, July 18, 1997"
Case Name:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.","United States v. AIG Trading Corporation; BP Exploration & Oil Inc.; and Cargill International, S.A."
Case Type:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Civil Non-Merger
Case Violation:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Information Sharing
Case Violation:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Price Fixing - Horizontal
Market:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Petroleum trading brokerage commission
Industry Code:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.","Commodity Contracts Brokers, Dealers"
Industry Code:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Petroleum and Petroleum Products Wholesalers (except Bulk Stations and Terminals)
Component:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Antitrust Division
Case Documents:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Stipulation and Order
Case Documents:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Plaintiff's Certificate of Compliance with the Provisions of the Antitrust Procedures and Penalties Act
Case Documents:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Motion of the United States for Entry of Stipulation and Order
Case Documents:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Competitive Impact Statement
Case Documents:,"U.S. v. AIG Trading Corp.; BP Exploration & Oil, Inc.; and Cargill International, S.A.",Civil Complaint for relief for Violation of 15 U.S.C. Section 1
Case Open Date:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.","Monday, December 21, 1992"
Case Name:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.","United States v. Airline Tariff Publishing Company, Alaska Airlines, Inc., American Airlines, Inc., Continental Airlines, Inc., Delta Air Lines, Inc., Northwest Airlines, Inc., Trans World Airlines, Inc., United Air Lines, Inc., and USAir, Inc."
Case Type:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Civil Non-Merger
Case Violation:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Price Fixing - Horizontal
Market:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",scheduled passenger and freight air transportation
Industry Code:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.","Air Transportation, Scheduled"
Industry Code:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Scheduled Freight Air Transportation
Component:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Antitrust Division
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Settlement Agreement and Order
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",[Proposed] Settlement Agreement and Order
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.","Petition of the United States for an Order to Show Cause Why Respondent American Airlines, Inc. Should Not be Found in Civil Contempt"
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Stipulation
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Competitive Impact Statement
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Order and Final Judgment
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Order and Opinion
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Final Judgment
Case Documents:,"U.S. v. Airline Tariff Publishing Co.; Alaska Airlines, Inc.; American Airlines, Inc.; Continental Airlines, Inc.; Delta Air Lines, Inc.; Northwest Airlines, Inc.; Trans World Airlines, Inc.; United Air Lines, Inc.; and USAir, Inc.",Complaint
Case Open Date:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC","Tuesday, July 31, 2007"
Case Name:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC","United States v. Air Van Lines International, Inc., d/b/a AVLC"
Case Type:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC",Criminal
Case Violation:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC",False Statements
Market:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC",Based Freight Forwarder-Shipment of Household Goods
Industry Code:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC",Freight Transportation Arrangement
Component:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC",Antitrust Division
Case Documents:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC",Plea Agreement
Case Documents:,"U.S. v. Air Van Lines International, Inc., d/b/a AVLC",Information
Case Open Date:,"U.S. v. Aisan Industry Co., Ltd.","Monday, February 3, 2014"
Case Name:,"U.S. v. Aisan Industry Co., Ltd.","United States v. Aisan Industry Co., Ltd."
Case Type:,"U.S. v. Aisan Industry Co., Ltd.",Criminal
Case Violation:,"U.S. v. Aisan Industry Co., Ltd.",Bid Rigging
Case Violation:,"U.S. v. Aisan Industry Co., Ltd.",Other Restraint of Trade
Case Violation:,"U.S. v. Aisan Industry Co., Ltd.",Price Fixing - Horizontal
Market:,"U.S. v. Aisan Industry Co., Ltd.",Electronic throttle bodies (Auto parts)
Industry Code:,"U.S. v. Aisan Industry Co., Ltd.",Other Motor Vehicle Electrical and Electronic Equipment Manufacturing
Component:,"U.S. v. Aisan Industry Co., Ltd.",Antitrust Division
Case Documents:,"U.S. v. Aisan Industry Co., Ltd.",Plea Agreement
Case Documents:,"U.S. v. Aisan Industry Co., Ltd.",Information
Case Open Date:,"U.S. v. Aisin Seiki Co., Ltd.","Thursday, November 13, 2014"
Case Name:,"U.S. v. Aisin Seiki Co., Ltd.","United States v. Aisin Seiki Co., Ltd."
Case Type:,"U.S. v. Aisin Seiki Co., Ltd.",Criminal
Case Violation:,"U.S. v. Aisin Seiki Co., Ltd.",Bid Rigging
Case Violation:,"U.S. v. Aisin Seiki Co., Ltd.","Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,"U.S. v. Aisin Seiki Co., Ltd.",Other Restraint of Trade
Case Violation:,"U.S. v. Aisin Seiki Co., Ltd.",Price Fixing - Horizontal
Market:,"U.S. v. Aisin Seiki Co., Ltd.",Variable Valve Timing Devices
Industry Code:,"U.S. v. Aisin Seiki Co., Ltd.",Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
Component:,"U.S. v. Aisin Seiki Co., Ltd.",Antitrust Division
Case Documents:,"U.S. v. Aisin Seiki Co., Ltd.",Information
Case Open Date:,U.S. v. Akshay Aiyer,"Thursday, May 10, 2018"
Case Name:,U.S. v. Akshay Aiyer,United States v. Akshay Aiyer
Case Type:,U.S. v. Akshay Aiyer,Criminal
Case Violation:,U.S. v. Akshay Aiyer,Other Restraint of Trade
Case Violation:,U.S. v. Akshay Aiyer,Bid Rigging
Case Violation:,U.S. v. Akshay Aiyer,Price Fixing - Horizontal
